area_peri,area_rect,area_convex,area_elli_inter,ellipse_elli_inter,h0,h1,h2,h3,h4,h5,h6,is_leaf
0.007538298968082943,0.5207080077209947,0.7495343313456712,1.0751862242430106,1.4503716039682948,0.632685256630628,1.7419641422799288,3.0283426553471444,3.5514316612653314,6.843431550173138,4.622949155843317,-7.848329424780679,y
0.046505132482609624,0.6203886589750021,0.900395490723221,1.0181500887566353,3.474004480704981,0.759702455625928,2.761448621762213,3.0357419358917666,4.916977565622486,8.988657611199095,6.449428907872951,9.118041291414832,n
0.02099820922621703,0.38369705090484313,0.6797845216965458,1.112137877964874,1.7397323585455111,0.6274578045958821,2.485119441267072,2.1872241667277974,3.5749814988571647,-6.538336512396735,4.880844166069932,-6.7067172546949125,n
0.0033431666074940644,0.26266352018342937,0.4339501632846014,1.2762377321983778,2.665793739736035,0.303394442773405,0.8434823817098052,1.9807207423194,2.3631454054062075,4.5350785481430265,2.78861829287038,-7.784427970896485,n
0.011870652425140743,0.4681640964513646,0.6211156006655104,1.0972010326206698,1.7083006374419725,0.609643261148673,2.2100714800742334,2.996786369011519,3.554323098700996,-6.845401716511763,5.3464692310134,7.41047049866817,n
0.008608564574286033,0.3984268679575539,0.6339129375315475,1.06826348007943,1.7913290401127517,0.6109195937969042,1.8651813579472243,2.2908123215874023,3.2926961910415353,6.177028522402451,4.231329213099097,-6.314220489540323,n
0.006504543636034784,0.37272470820550796,0.5420823560785816,1.2305313237302868,1.8811152062457204,0.5652933413952763,2.2157249785013575,1.9609002577963934,3.4578510998982575,6.258842905368205,6.080803749513995,-6.398817853801867,n
0.026618916818716264,0.45087679912195366,0.8620620582427959,1.0675927894724409,1.6356288196113042,0.5721077685968787,1.4087183581995484,2.5827796175320694,3.6032848887287985,7.930098379652261,-4.985284680930015,-6.697058337446057,y
0.007942490359301918,0.40007124298047103,0.6428908144024423,1.13689977025411,1.728212414455646,0.4997816831110558,1.4364255282255227,1.980796636811618,3.0804099413822303,5.9351052740183246,4.430125793408784,-5.666309191312984,y
0.020206998284066423,0.5520554734696168,0.8060666470953691,1.1004063600946932,1.5244312313809951,0.6353641346053138,1.8362030513524437,2.270961524108798,3.1277865280369084,5.835308189907006,4.052162546399534,6.544082988273525,n
0.011849274380689754,0.4252528129896026,0.7105651456495525,1.0820694029174593,1.3470963075999072,0.6139332135563773,1.6439879998449483,3.1254222899610995,3.078256243720685,6.18958534892404,3.9003231227710162,6.864570899862382,y
0.011809405082635806,0.3740431383706594,0.5635039699548915,1.0625619413253278,1.7076253580534957,0.531970984192044,1.3542525955467664,2.5860723845869273,3.268233499994197,6.23141025133531,3.9729736111639897,6.60323173751928,n
0.019861797917465607,0.3918596881959911,0.724318783422735,1.11221735475021,1.5349541968929206,0.6797928682939339,2.3157332714518386,2.4671412472196184,4.404678944731631,8.087384877484366,5.569582369140783,-7.924631298247793,y
0.012753961986783153,0.45574544798990446,0.6981744870059929,1.1956996774285094,1.4408574459690175,0.35546133072176067,0.8392971883038858,1.7512312594747228,1.9060931278741404,3.734772314308599,2.332448583452957,-5.78800901353163,n
